timestamp,elapsed_sec,process_rss_mb,gpu_memory_used_mb
2026-07-18T19:43:56+08:00,0.0,3.5,636
2026-07-18T19:44:02+08:00,5.073,794.79,657
2026-07-18T19:44:07+08:00,10.175,923.15,641
2026-07-18T19:44:12+08:00,15.24,952.86,641
2026-07-18T19:44:17+08:00,20.301,973.61,641
2026-07-18T19:44:22+08:00,25.361,994.31,641
2026-07-18T19:44:27+08:00,30.431,1014.62,641
2026-07-18T19:44:32+08:00,35.496,1035.57,641
2026-07-18T19:44:37+08:00,40.556,1055.96,641
2026-07-18T19:44:42+08:00,45.649,1077.68,641
2026-07-18T19:44:47+08:00,50.714,1098.82,641
2026-07-18T19:44:52+08:00,55.785,1119.1,641
2026-07-18T19:44:57+08:00,60.889,1139.88,641
2026-07-18T19:45:02+08:00,65.945,1160.21,641
2026-07-18T19:45:07+08:00,71.001,1180.3,641
2026-07-18T19:45:13+08:00,76.06,1200.62,641
2026-07-18T19:45:18+08:00,81.149,1221.09,641
2026-07-18T19:45:23+08:00,86.207,1241.43,641
2026-07-18T19:45:28+08:00,91.268,1262.24,641
2026-07-18T19:45:33+08:00,96.34,1282.95,641
2026-07-18T19:45:38+08:00,101.438,1303.5,641
2026-07-18T19:45:43+08:00,106.529,1323.68,641
2026-07-18T19:45:48+08:00,111.599,1344.28,641
2026-07-18T19:45:53+08:00,116.711,1364.84,641
2026-07-18T19:45:58+08:00,121.786,1385.16,641
2026-07-18T19:46:03+08:00,126.845,1405.93,641
2026-07-18T19:46:08+08:00,131.898,1426.02,641
2026-07-18T19:46:13+08:00,136.966,1446.33,641
2026-07-18T19:46:18+08:00,142.029,1467.2,641
2026-07-18T19:46:24+08:00,147.089,1487.77,641
2026-07-18T19:46:29+08:00,152.18,1508.25,641
2026-07-18T19:46:34+08:00,157.253,1409.06,641
2026-07-18T19:46:39+08:00,162.365,1429.8,641
2026-07-18T19:46:44+08:00,167.482,1450.38,641
2026-07-18T19:46:49+08:00,172.587,1471.11,641
2026-07-18T19:46:54+08:00,177.677,1491.66,641
2026-07-18T19:46:59+08:00,182.744,1447.82,641
2026-07-18T19:47:04+08:00,187.816,1404.61,641
2026-07-18T19:47:09+08:00,192.871,1424.89,641
2026-07-18T19:47:14+08:00,197.925,1445.18,641
2026-07-18T19:47:19+08:00,202.988,1465.49,641
2026-07-18T19:47:25+08:00,208.051,1485.77,641
2026-07-18T19:47:30+08:00,213.115,1198.08,641
2026-07-18T19:47:35+08:00,218.171,1218.41,641
2026-07-18T19:47:40+08:00,223.243,1239.34,641
2026-07-18T19:47:45+08:00,228.304,1260.16,641
2026-07-18T19:47:50+08:00,233.365,1281.05,641
2026-07-18T19:47:55+08:00,238.457,1301.47,641
2026-07-18T19:48:00+08:00,243.513,1321.89,643
2026-07-18T19:48:05+08:00,248.57,1278.65,618
2026-07-18T19:48:10+08:00,253.647,1277.52,618
2026-07-18T19:48:15+08:00,258.711,1294.21,618
2026-07-18T19:48:20+08:00,263.85,1315.14,618
2026-07-18T19:48:25+08:00,268.912,1335.33,618
2026-07-18T19:48:30+08:00,273.977,1355.62,618
2026-07-18T19:48:36+08:00,279.049,1376.02,618
2026-07-18T19:48:41+08:00,284.116,1396.0,618
2026-07-18T19:48:46+08:00,289.172,1352.07,618
2026-07-18T19:48:51+08:00,294.234,1372.35,618
2026-07-18T19:48:56+08:00,299.303,1392.55,618
2026-07-18T19:49:01+08:00,304.376,1412.81,618
2026-07-18T19:49:06+08:00,309.436,1369.74,618
2026-07-18T19:49:11+08:00,314.504,1390.45,618
2026-07-18T19:49:16+08:00,319.559,1409.97,618
2026-07-18T19:49:21+08:00,324.619,1430.39,618
2026-07-18T19:49:26+08:00,329.707,1450.0,618
2026-07-18T19:49:31+08:00,334.762,1469.61,618
2026-07-18T19:49:36+08:00,339.835,1489.32,618
2026-07-18T19:49:41+08:00,344.903,1509.55,618
2026-07-18T19:49:46+08:00,349.972,1529.91,618
2026-07-18T19:49:51+08:00,355.032,1549.54,618
2026-07-18T19:49:57+08:00,360.1,1569.65,618
2026-07-18T19:50:02+08:00,365.162,1589.31,618
2026-07-18T19:50:07+08:00,370.25,1609.8,618
2026-07-18T19:50:12+08:00,375.324,1630.03,618
2026-07-18T19:50:17+08:00,380.387,1649.71,618
2026-07-18T19:50:22+08:00,385.451,1669.15,618
2026-07-18T19:50:27+08:00,390.515,1689.21,618
2026-07-18T19:50:32+08:00,395.575,1708.79,618
2026-07-18T19:50:37+08:00,400.636,1730.03,618
2026-07-18T19:50:42+08:00,405.693,1749.99,618
2026-07-18T19:50:47+08:00,410.772,1770.37,618
2026-07-18T19:50:52+08:00,415.83,1790.66,618
2026-07-18T19:50:57+08:00,420.921,1811.45,618
2026-07-18T19:51:02+08:00,425.993,1832.46,618
2026-07-18T19:51:08+08:00,431.072,1852.41,618
2026-07-18T19:51:13+08:00,436.134,1872.8,618
2026-07-18T19:51:18+08:00,441.202,1893.61,618
2026-07-18T19:51:23+08:00,446.262,1913.77,616
2026-07-18T19:51:28+08:00,451.33,1934.24,616
2026-07-18T19:51:33+08:00,456.401,1954.47,616
2026-07-18T19:51:38+08:00,461.459,1974.93,616
2026-07-18T19:51:43+08:00,466.519,1995.19,616
2026-07-18T19:51:48+08:00,471.586,2015.8,616
2026-07-18T19:51:53+08:00,476.651,2036.28,616
2026-07-18T19:51:58+08:00,481.711,2056.73,616
2026-07-18T19:52:03+08:00,486.778,2077.8,616
2026-07-18T19:52:08+08:00,491.847,2098.02,616
2026-07-18T19:52:13+08:00,496.919,2117.64,616
2026-07-18T19:52:18+08:00,502.009,2137.46,616
2026-07-18T19:52:24+08:00,507.207,2158.42,616
2026-07-18T19:52:29+08:00,512.438,2179.82,616
2026-07-18T19:52:34+08:00,517.508,2200.24,616
2026-07-18T19:52:39+08:00,522.575,2221.19,616
2026-07-18T19:52:44+08:00,527.644,2241.59,616
2026-07-18T19:52:49+08:00,532.7,2262.29,616
2026-07-18T19:52:54+08:00,537.771,2282.43,616
2026-07-18T19:52:59+08:00,542.836,2302.89,616
2026-07-18T19:53:04+08:00,547.909,2323.31,616
2026-07-18T19:53:09+08:00,552.977,2343.62,616
2026-07-18T19:53:14+08:00,558.027,2363.49,616
2026-07-18T19:53:20+08:00,563.104,2384.13,616
2026-07-18T19:53:25+08:00,568.179,2404.9,616
2026-07-18T19:53:30+08:00,573.25,2425.17,616
2026-07-18T19:53:35+08:00,578.317,2445.45,616
2026-07-18T19:53:40+08:00,583.376,2465.95,616
2026-07-18T19:53:45+08:00,588.447,2486.16,616
2026-07-18T19:53:50+08:00,593.519,2507.07,616
2026-07-18T19:53:55+08:00,598.59,2527.2,616
2026-07-18T19:54:00+08:00,603.744,2548.19,616
2026-07-18T19:54:05+08:00,608.807,2568.19,616
2026-07-18T19:54:10+08:00,613.876,2588.46,616
2026-07-18T19:54:15+08:00,618.941,2608.93,616
2026-07-18T19:54:20+08:00,624.011,2629.55,616
2026-07-18T19:54:26+08:00,629.086,2650.2,616
2026-07-18T19:54:31+08:00,634.153,2670.69,616
2026-07-18T19:54:36+08:00,639.224,2691.03,616
2026-07-18T19:54:41+08:00,644.287,2711.31,616
2026-07-18T19:54:46+08:00,649.35,2731.61,616
2026-07-18T19:54:51+08:00,654.428,2752.27,616
2026-07-18T19:54:56+08:00,659.497,2724.99,616
2026-07-18T19:55:01+08:00,664.562,2746.07,616
2026-07-18T19:55:06+08:00,669.631,2766.61,616
2026-07-18T19:55:11+08:00,674.694,2786.8,616
2026-07-18T19:55:16+08:00,679.752,2807.55,616
2026-07-18T19:55:21+08:00,684.817,2827.99,616
2026-07-18T19:55:26+08:00,689.884,2848.61,616
2026-07-18T19:55:31+08:00,694.961,2868.98,616
2026-07-18T19:55:36+08:00,700.015,2889.39,616
2026-07-18T19:55:42+08:00,705.08,2910.08,616
2026-07-18T19:55:47+08:00,710.18,2930.27,616
2026-07-18T19:55:52+08:00,715.247,2951.05,616
2026-07-18T19:55:57+08:00,720.312,2971.32,616
2026-07-18T19:56:02+08:00,725.374,2747.64,616
2026-07-18T19:56:07+08:00,730.433,2768.16,616
2026-07-18T19:56:12+08:00,735.49,2788.13,616
2026-07-18T19:56:17+08:00,740.557,2807.96,616
2026-07-18T19:56:22+08:00,745.619,2828.34,616
2026-07-18T19:56:27+08:00,750.672,2848.46,616
2026-07-18T19:56:32+08:00,755.745,2814.44,616
2026-07-18T19:56:37+08:00,760.802,2774.01,616
2026-07-18T19:56:42+08:00,765.884,2794.65,616
2026-07-18T19:56:48+08:00,771.047,2626.59,616
2026-07-18T19:56:53+08:00,776.118,2647.07,605
2026-07-18T19:56:58+08:00,781.243,2667.73,657
2026-07-18T19:57:03+08:00,786.313,2688.08,657
2026-07-18T19:57:08+08:00,791.371,2708.62,657
2026-07-18T19:57:13+08:00,796.429,2728.73,657
2026-07-18T19:57:18+08:00,801.495,2441.03,657
2026-07-18T19:57:23+08:00,806.598,2461.59,657
2026-07-18T19:57:28+08:00,811.696,2481.94,657
2026-07-18T19:57:33+08:00,816.772,2502.42,657
2026-07-18T19:57:38+08:00,821.831,2522.29,657
2026-07-18T19:57:43+08:00,826.889,2542.67,657
2026-07-18T19:57:48+08:00,831.991,2563.27,657
2026-07-18T19:57:54+08:00,837.048,2583.51,657
2026-07-18T19:57:59+08:00,842.13,2603.77,657
2026-07-18T19:58:04+08:00,847.189,2624.04,657
2026-07-18T19:58:09+08:00,852.249,2644.25,657
2026-07-18T19:58:14+08:00,857.328,2664.67,657
2026-07-18T19:58:19+08:00,862.388,2237.31,657
2026-07-18T19:58:24+08:00,867.445,2257.15,660
2026-07-18T19:58:29+08:00,872.537,2277.51,660
2026-07-18T19:58:34+08:00,877.594,2297.99,648
2026-07-18T19:58:39+08:00,882.663,2318.2,648
2026-07-18T19:58:44+08:00,887.76,2338.2,648
2026-07-18T19:58:49+08:00,892.824,2358.98,648
2026-07-18T19:58:54+08:00,897.895,2379.17,648
2026-07-18T19:58:59+08:00,902.962,2399.48,648
2026-07-18T19:59:04+08:00,908.028,1268.72,648
2026-07-18T19:59:10+08:00,913.095,1289.12,648
2026-07-18T19:59:15+08:00,918.163,1309.37,648
2026-07-18T19:59:20+08:00,923.219,1329.73,648
2026-07-18T19:59:25+08:00,928.274,1350.05,648
2026-07-18T19:59:30+08:00,933.327,1370.14,648
2026-07-18T19:59:35+08:00,938.393,1390.45,648
2026-07-18T19:59:40+08:00,943.469,1410.78,648
2026-07-18T19:59:45+08:00,948.537,1431.28,648
2026-07-18T19:59:50+08:00,953.618,1451.36,648
2026-07-18T19:59:55+08:00,958.683,1471.64,648
2026-07-18T20:00:00+08:00,963.773,1491.89,648
2026-07-18T20:00:05+08:00,968.83,1512.06,648
2026-07-18T20:00:10+08:00,973.894,1532.43,648
2026-07-18T20:00:15+08:00,978.965,1552.73,648
2026-07-18T20:00:20+08:00,984.035,1573.16,648
2026-07-18T20:00:26+08:00,989.112,1529.3,648
2026-07-18T20:00:31+08:00,994.173,1294.07,648
2026-07-18T20:00:36+08:00,999.229,1314.34,648
2026-07-18T20:00:41+08:00,1004.29,1334.35,648
2026-07-18T20:00:46+08:00,1009.34,1354.5,648
2026-07-18T20:00:51+08:00,1014.405,1375.07,648
2026-07-18T20:00:56+08:00,1019.465,1395.16,648
2026-07-18T20:01:01+08:00,1024.531,1415.18,648
2026-07-18T20:01:06+08:00,1029.616,1435.84,648
2026-07-18T20:01:11+08:00,1034.677,1455.77,648
2026-07-18T20:01:16+08:00,1039.736,1476.25,648
2026-07-18T20:01:21+08:00,1044.806,1496.24,648
2026-07-18T20:01:26+08:00,1049.862,1516.23,648
2026-07-18T20:01:31+08:00,1054.927,1536.68,648
2026-07-18T20:01:36+08:00,1059.993,1556.78,648
2026-07-18T20:01:42+08:00,1065.046,1577.1,648
2026-07-18T20:01:47+08:00,1070.11,1597.39,648
2026-07-18T20:01:52+08:00,1075.214,1618.18,648
2026-07-18T20:01:57+08:00,1080.271,1638.38,648
2026-07-18T20:02:02+08:00,1085.329,1658.19,648
2026-07-18T20:02:07+08:00,1090.382,1679.0,648
2026-07-18T20:02:12+08:00,1095.438,1443.2,648
2026-07-18T20:02:17+08:00,1100.535,1463.71,648
2026-07-18T20:02:22+08:00,1105.597,1483.82,648
2026-07-18T20:02:27+08:00,1110.65,1504.15,648
2026-07-18T20:02:32+08:00,1115.71,1524.14,648
2026-07-18T20:02:37+08:00,1120.779,1544.48,649
2026-07-18T20:02:42+08:00,1125.873,1565.26,649
2026-07-18T20:02:47+08:00,1130.986,1585.48,649
2026-07-18T20:02:53+08:00,1136.06,1606.15,649
2026-07-18T20:02:58+08:00,1141.133,1626.39,649
2026-07-18T20:03:03+08:00,1146.232,1646.72,649
2026-07-18T20:03:08+08:00,1151.289,1667.25,649
2026-07-18T20:03:13+08:00,1156.364,1687.57,649
2026-07-18T20:03:18+08:00,1161.416,1614.79,649
2026-07-18T20:03:23+08:00,1166.488,1635.02,649
2026-07-18T20:03:28+08:00,1171.545,1655.35,649
2026-07-18T20:03:33+08:00,1176.606,1227.94,649
2026-07-18T20:03:38+08:00,1181.668,1247.82,649
2026-07-18T20:03:43+08:00,1186.727,1076.12,649
2026-07-18T20:03:48+08:00,1191.796,1061.98,649
2026-07-18T20:03:53+08:00,1196.847,1082.3,649
2026-07-18T20:03:58+08:00,1201.902,1102.59,649
2026-07-18T20:04:03+08:00,1206.963,1122.49,649
2026-07-18T20:04:08+08:00,1212.027,1142.49,649
2026-07-18T20:04:14+08:00,1217.089,1098.37,649
2026-07-18T20:04:19+08:00,1222.212,1119.01,649
2026-07-18T20:04:24+08:00,1227.267,1139.54,649
2026-07-18T20:04:29+08:00,1232.329,1159.62,649
2026-07-18T20:04:34+08:00,1237.462,1115.54,649
2026-07-18T20:04:39+08:00,1242.527,1136.26,649
2026-07-18T20:04:44+08:00,1247.591,1156.58,649
2026-07-18T20:04:49+08:00,1252.654,1176.0,649
2026-07-18T20:04:54+08:00,1257.712,1004.47,649
2026-07-18T20:04:59+08:00,1262.782,1024.44,649
2026-07-18T20:05:04+08:00,1267.84,1044.52,649
2026-07-18T20:05:09+08:00,1272.903,1064.53,649
2026-07-18T20:05:14+08:00,1277.961,1084.11,649
2026-07-18T20:05:19+08:00,1283.024,1104.11,649
2026-07-18T20:05:25+08:00,1288.083,1123.87,649
2026-07-18T20:05:30+08:00,1293.148,1143.59,649
2026-07-18T20:05:35+08:00,1298.224,1163.6,649
2026-07-18T20:05:40+08:00,1303.289,1183.19,649
2026-07-18T20:05:45+08:00,1308.376,1203.42,649
2026-07-18T20:05:50+08:00,1313.446,1222.96,649
2026-07-18T20:05:55+08:00,1318.511,1243.01,649
2026-07-18T20:06:00+08:00,1323.579,1262.73,649
2026-07-18T20:06:05+08:00,1328.66,1282.52,649
2026-07-18T20:06:10+08:00,1333.739,1302.67,649
2026-07-18T20:06:15+08:00,1338.815,1322.51,649
2026-07-18T20:06:20+08:00,1343.883,1342.61,649
2026-07-18T20:06:25+08:00,1348.954,1360.94,649
2026-07-18T20:06:31+08:00,1354.043,1381.21,649
2026-07-18T20:06:36+08:00,1359.161,1401.61,649
2026-07-18T20:06:41+08:00,1364.295,1421.83,649
2026-07-18T20:06:46+08:00,1369.364,1441.91,649
2026-07-18T20:06:51+08:00,1374.429,1462.11,649
2026-07-18T20:06:56+08:00,1379.497,1482.3,649
2026-07-18T20:07:01+08:00,1384.559,1502.51,649
2026-07-18T20:07:06+08:00,1389.675,1522.63,649
2026-07-18T20:07:11+08:00,1394.747,1542.89,649
2026-07-18T20:07:16+08:00,1399.821,1562.98,649
2026-07-18T20:07:21+08:00,1404.885,1583.11,649
2026-07-18T20:07:26+08:00,1409.951,1602.93,649
2026-07-18T20:07:31+08:00,1415.024,1623.85,649
2026-07-18T20:07:37+08:00,1420.085,1644.81,649
2026-07-18T20:07:42+08:00,1425.16,1664.96,649
2026-07-18T20:07:47+08:00,1430.221,1300.95,649
2026-07-18T20:07:52+08:00,1435.28,1194.23,649
2026-07-18T20:07:57+08:00,1440.33,1214.45,649
2026-07-18T20:08:02+08:00,1445.384,1170.88,649
2026-07-18T20:08:07+08:00,1450.442,1127.25,649
2026-07-18T20:08:12+08:00,1455.502,1147.69,649
2026-07-18T20:08:17+08:00,1460.557,1057.66,649
2026-07-18T20:08:22+08:00,1465.607,1013.77,649
